PESTICID,TIME,GEO,UNIT,Value,Flag and Footnotes
Other plant protection products,2017,Austria,Kilogram,"61,160",
Molluscicides,2016,Italy,Kilogram,"63,054",
Plant growth regulators,2019,Austria,Kilogram,"63,209",
Insecticides and acaricides,2011,Slovakia,Kilogram,"63,693",d
Insecticides and acaricides,2014,Latvia,Kilogram,"63,998",d
Plant growth regulators,2015,Norway,Kilogram,"64,742",d
Insecticides and acaricides,2012,Slovakia,Kilogram,"65,157",d
Other plant protection products,2018,Slovakia,Kilogram,"65,177",
Fungicides and bactericides,2013,Estonia,Kilogram,"66,163",d
Molluscicides,2014,Spain,Kilogram,"66,211",d
Plant growth regulators,2013,Croatia,Kilogram,"66,595",d
Plant growth regulators,2012,Austria,Kilogram,"67,373",
Molluscicides,2015,Spain,Kilogram,"67,562",d
Plant growth regulators,2019,Romania,Kilogram,"68,072",
Plant growth regulators,2018,Finland,Kilogram,"68,421",
Plant growth regulators,2015,Austria,Kilogram,"68,722",
Molluscicides,2012,Spain,Kilogram,"68,787",d
Molluscicides,2012,Italy,Kilogram,"69,291",
Other plant protection products,2019,Slovakia,Kilogram,"69,648",
Fungicides and bactericides,2019,Malta,Kilogram,"69,779",
Molluscicides,2014,Italy,Kilogram,"70,600",
Plant growth regulators,2014,Croatia,Kilogram,"72,157",d
Plant growth regulators,2018,Estonia,Kilogram,"72,583",
Insecticides and acaricides,2013,Denmark,Kilogram,"73,780",
Other plant protection products,2013,Slovakia,Kilogram,"74,458",d
Other plant protection products,2018,Austria,Kilogram,"74,748",
Other plant protection products,2012,Switzerland,Kilogram,"75,133",
Plant growth regulators,2013,Greece,Kilogram,"75,264",bd
Other plant protection products,2017,Slovakia,Kilogram,"75,329",
Insecticides and acaricides,2019,Lithuania,Kilogram,"75,768",
Molluscicides,2013,Italy,Kilogram,"75,877",
Plant growth regulators,2019,Estonia,Kilogram,"76,397",
Fungicides and bactericides,2019,Norway,Kilogram,"76,868",
Insecticides and acaricides,2012,Denmark,Kilogram,"77,174",
Other plant protection products,2016,Slovakia,Kilogram,"77,546",
Plant growth regulators,2016,Austria,Kilogram,"77,889",
Plant growth regulators,2016,Finland,Kilogram,"79,191",
Other plant protection products,2015,Slovakia,Kilogram,"79,222",d
Plant growth regulators,2019,Croatia,Kilogram,"79,726",
Plant growth regulators,2018,Croatia,Kilogram,"79,869",
Other plant protection products,2013,Austria,Kilogram,"80,517",
Plant growth regulators,2017,Austria,Kilogram,"81,701",
Other plant protection products,2016,Netherlands,Kilogram,"82,327",
Fungicides and bactericides,2018,Malta,Kilogram,"82,509",
"Herbicides, haulm destructors and moss killers",2013,Luxembourg,Kilogram,"82,778",d
Fungicides and bactericides,2018,Norway,Kilogram,"82,817",
Insecticides and acaricides,2012,Bulgaria,Kilogram,"83,058",d
"Herbicides, haulm destructors and moss killers",2015,Luxembourg,Kilogram,"83,354",d
Fungicides and bactericides,2016,Malta,Kilogram,"83,523",
Other plant protection products,2017,Romania,Kilogram,"83,554",
Plant growth regulators,2018,Austria,Kilogram,"84,312",
Other plant protection products,2015,Greece,Kilogram,"84,627",d
Other plant protection products,2014,Switzerland,Kilogram,"87,150",
Fungicides and bactericides,2014,Estonia,Kilogram,"88,227",d
Molluscicides,2015,Italy,Kilogram,"88,485",
Molluscicides,2019,Spain,Kilogram,"88,493",
Molluscicides,2013,Spain,Kilogram,"88,578",d
"Herbicides, haulm destructors and moss killers",2014,Luxembourg,Kilogram,"88,601",d
Plant growth regulators,2014,Finland,Kilogram,"88,646",d
Insecticides and acaricides,2013,Slovakia,Kilogram,"90,226",d
Other plant protection products,2011,Switzerland,Kilogram,"90,958",
Fungicides and bactericides,2012,Luxembourg,Kilogram,"91,039",d
Other plant protection products,2013,Switzerland,Kilogram,"92,008",
Fungicides and bactericides,2011,Luxembourg,Kilogram,"92,080",d
Plant growth regulators,2012,Finland,Kilogram,"92,630",d
Plant growth regulators,2017,Finland,Kilogram,"92,763",
Fungicides and bactericides,2015,Norway,Kilogram,"93,017",d
Insecticides and acaricides,2018,Sweden,Kilogram,"93,803",
Plant growth regulators,2017,Estonia,Kilogram,"94,301",
Fungicides and bactericides,2011,Malta,Kilogram,"95,040",
Plant growth regulators,2017,Greece,Kilogram,"95,336",
Other plant protection products,2019,Netherlands,Kilogram,"96,013",
"Herbicides, haulm destructors and moss killers",2012,Luxembourg,Kilogram,"96,467",d
Fungicides and bactericides,2014,Malta,Kilogram,"97,370",
Molluscicides,2011,Italy,Kilogram,"97,426",
Plant growth regulators,2016,Greece,Kilogram,"98,615",
Insecticides and acaricides,2015,Slovakia,Kilogram,"99,629",d
Plant growth regulators,2013,Finland,Kilogram,"100,193",d
Fungicides and bactericides,2013,Norway,Kilogram,"101,898",d
Fungicides and bactericides,2017,Malta,Kilogram,"101,943",
"Herbicides, haulm destructors and moss killers",2011,Luxembourg,Kilogram,"102,073",d
Plant growth regulators,2015,Finland,Kilogram,"102,378",d
Insecticides and acaricides,2015,Cyprus,Kilogram,"102,846",
Fungicides and bactericides,2016,Estonia,Kilogram,"104,386",
Molluscicides,2017,Spain,Kilogram,"104,477",
Fungicides and bactericides,2019,Estonia,Kilogram,"104,924",
Insecticides and acaricides,2014,Slovakia,Kilogram,"106,509",d
Fungicides and bactericides,2018,Estonia,Kilogram,"106,542",
Fungicides and bactericides,2011,Norway,Kilogram,"106,608",d
Other plant protection products,2014,Greece,Kilogram,"107,670",d
Molluscicides,2016,Spain,Kilogram,"108,423",
Fungicides and bactericides,2015,Estonia,Kilogram,"109,267",d
Insecticides and acaricides,2011,Greece,Kilogram,"109,297",d
Fungicides and bactericides,2016,Norway,Kilogram,"109,316",
Fungicides and bactericides,2017,Norway,Kilogram,"109,784",
Insecticides and acaricides,2016,Slovakia,Kilogram,"109,875",
Insecticides and acaricides,2013,Bulgaria,Kilogram,"110,152",d
Other plant protection products,2019,Switzerland,Kilogram,"110,438",
Plant growth regulators,2011,Slovakia,Kilogram,"112,724",d
Insecticides and acaricides,2016,Cyprus,Kilogram,"112,985",
Plant growth regulators,2014,Denmark,Kilogram,"114,237",
Insecticides and acaricides,2017,Croatia,Kilogram,"115,247",
"Herbicides, haulm destructors and moss killers",2015,Cyprus,Kilogram,"116,838",
Fungicides and bactericides,2017,Estonia,Kilogram,"117,032",
Other plant protection products,2018,Switzerland,Kilogram,"117,738",
Fungicides and bactericides,2015,Malta,Kilogram,"118,644",
Plant growth regulators,2018,Greece,Kilogram,"119,185",
Fungicides and bactericides,2012,Norway,Kilogram,"119,857",d
Fungicides and bactericides,2014,Norway,Kilogram,"121,834",d
Fungicides and bactericides,2013,Malta,Kilogram,"122,070",
Insecticides and acaricides,2019,Croatia,Kilogram,"122,342",
Plant growth regulators,2015,Denmark,Kilogram,"122,352",
Other plant protection products,2017,Switzerland,Kilogram,"123,406",
Insecticides and acaricides,2017,Cyprus,Kilogram,"124,258",
Fungicides and bactericides,2012,Malta,Kilogram,"124,625",
Insecticides and acaricides,2018,Croatia,Kilogram,"126,562",
Other plant protection products,2018,Netherlands,Kilogram,"126,994",
"Herbicides, haulm destructors and moss killers",2013,Cyprus,Kilogram,"127,677",
Other plant protection products,2014,Slovakia,Kilogram,"129,406",d
Plant growth regulators,2019,Denmark,Kilogram,"130,734",
Insecticides and acaricides,2018,United Kingdom,Kilogram,"131,984",
Other plant protection products,2019,Romania,Kilogram,"132,090",
Plant growth regulators,2018,Denmark,Kilogram,"133,650",
Plant growth regulators,2019,Greece,Kilogram,"133,748",
Insecticides and acaricides,2016,Croatia,Kilogram,"134,603",
Insecticides and acaricides,2019,Cyprus,Kilogram,"134,635",
Insecticides and acaricides,2013,Croatia,Kilogram,"135,128",d
"Herbicides, haulm destructors and moss killers",2012,Cyprus,Kilogram,"137,002",
Other plant protection products,2016,Greece,Kilogram,"137,511",
"Herbicides, haulm destructors and moss killers",2017,Cyprus,Kilogram,"138,932",
Insecticides and acaricides,2017,Slovakia,Kilogram,"138,965",
Insecticides and acaricides,2015,Croatia,Kilogram,"139,197",d
Plant growth regulators,2013,Slovakia,Kilogram,"143,017",d
Insecticides and acaricides,2014,Croatia,Kilogram,"143,090",d
Other plant protection products,2016,Germany (until 1990 former territory of the FRG),Kilogram,"144,392",
Plant growth regulators,2019,Spain,Kilogram,"144,533",
Molluscicides,2013,United Kingdom,Kilogram,"146,347",d
Fungicides and bactericides,2011,Latvia,Kilogram,"148,222",d
Plant growth regulators,2014,Greece,Kilogram,"148,483",d
Insecticides and acaricides,2019,Slovakia,Kilogram,"148,628",
Insecticides and acaricides,2018,Cyprus,Kilogram,"151,083",
Insecticides and acaricides,2018,Slovakia,Kilogram,"151,264",
Plant growth regulators,2016,Spain,Kilogram,"151,972",
Molluscicides,2018,Germany (until 1990 former territory of the FRG),Kilogram,"153,557",
Plant growth regulators,2014,Spain,Kilogram,"156,383",d
Other plant protection products,2015,Germany (until 1990 former territory of the FRG),Kilogram,"156,407",
Plant growth regulators,2019,Ireland,Kilogram,"156,734",
Molluscicides,2011,United Kingdom,Kilogram,"157,215",d
Plant growth regulators,2015,Greece,Kilogram,"157,245",d
Plant growth regulators,2017,Spain,Kilogram,"157,373",
"Herbicides, haulm destructors and moss killers",2016,Cyprus,Kilogram,"157,649",
"Herbicides, haulm destructors and moss killers",2014,Cyprus,Kilogram,"158,414",
Plant growth regulators,2018,Ireland,Kilogram,"160,504",
"Herbicides, haulm destructors and moss killers",2018,Cyprus,Kilogram,"160,580",
Molluscicides,2012,Germany (until 1990 former territory of the FRG),Kilogram,"161,165",
Molluscicides,2013,Germany (until 1990 former territory of the FRG),Kilogram,"162,084",
Insecticides and acaricides,2014,Bulgaria,Kilogram,"163,439",d
Plant growth regulators,2011,Latvia,Kilogram,"163,599",d
Fungicides and bactericides,2019,Sweden,Kilogram,"164,279",
Fungicides and bactericides,2011,Finland,Kilogram,"165,151",d
"Herbicides, haulm destructors and moss killers",2019,Cyprus,Kilogram,"168,342",
Plant growth regulators,2013,Spain,Kilogram,"168,640",d
Other plant protection products,2018,Greece,Kilogram,"168,974",
Plant growth regulators,2018,Hungary,Kilogram,"169,058",
Plant growth regulators,2015,Spain,Kilogram,"169,618",d
"Herbicides, haulm destructors and moss killers",2011,Cyprus,Kilogram,"169,986",
"Herbicides, haulm destructors and moss killers",2019,Slovenia,Kilogram,"171,761",
Plant growth regulators,2011,Denmark,Kilogram,"172,604",
Other plant protection products,2013,Hungary,Kilogram,"172,715",d
Insecticides and acaricides,2017,Czechia,Kilogram,"174,044",
Other plant protection products,2017,Greece,Kilogram,"174,100",
Other plant protection products,2017,Germany (until 1990 former territory of the FRG),Kilogram,"176,496",
Plant growth regulators,2019,Hungary,Kilogram,"178,642",
Insecticides and acaricides,2011,Cyprus,Kilogram,"179,124",
Molluscicides,2014,United Kingdom,Kilogram,"179,441",d
Plant growth regulators,2015,Italy,Kilogram,"179,737",
Plant growth regulators,2014,Slovakia,Kilogram,"179,808",d
Other plant protection products,2015,Switzerland,Kilogram,"179,984",
Other plant protection products,2018,Germany (until 1990 former territory of the FRG),Kilogram,"180,711",
Other plant protection products,2019,Greece,Kilogram,"181,026",
Plant growth regulators,2016,Italy,Kilogram,"181,113",
Plant growth regulators,2012,Spain,Kilogram,"181,264",d
Molluscicides,2017,Germany (until 1990 former territory of the FRG),Kilogram,"181,867",
Insecticides and acaricides,2014,Cyprus,Kilogram,"182,096",
Other plant protection products,2016,Switzerland,Kilogram,"182,281",
Plant growth regulators,2016,Slovakia,Kilogram,"182,652",
Plant growth regulators,2013,Hungary,Kilogram,"185,575",d
Fungicides and bactericides,2014,Bulgaria,Kilogram,"186,142",d
Plant growth regulators,2016,Denmark,Kilogram,"188,171",
Plant growth regulators,2011,Ireland,Kilogram,"188,224",
Fungicides and bactericides,2012,Finland,Kilogram,"188,895",d
Other plant protection products,2014,Hungary,Kilogram,"190,869",d
Plant growth regulators,2012,Slovakia,Kilogram,"191,609",d
Plant growth regulators,2016,Hungary,Kilogram,"191,819",
Other plant protection products,2013,Germany (until 1990 former territory of the FRG),Kilogram,"193,483",
Plant growth regulators,2018,Spain,Kilogram,"194,854",
Insecticides and acaricides,2015,Austria,Kilogram,"195,649",
Fungicides and bactericides,2014,Finland,Kilogram,"198,523",d
Insecticides and acaricides,2012,Cyprus,Kilogram,"199,826",
Plant growth regulators,2017,Slovakia,Kilogram,"201,950",
Other plant protection products,2012,Germany (until 1990 former territory of the FRG),Kilogram,"202,307",
Fungicides and bactericides,2012,Latvia,Kilogram,"202,514",d
Plant growth regulators,2017,Hungary,Kilogram,"203,047",
Plant growth regulators,2014,Hungary,Kilogram,"203,314",d
Other plant protection products,2019,Germany (until 1990 former territory of the FRG),Kilogram,"203,721",
Plant growth regulators,2015,Slovakia,Kilogram,"205,656",d
Plant growth regulators,2011,Netherlands,Kilogram,"206,187",
Plant growth regulators,2012,Hungary,Kilogram,"208,817",d
Plant growth regulators,2017,Denmark,Kilogram,"209,481",
Fungicides and bactericides,2013,Finland,Kilogram,"209,572",d
Fungicides and bactericides,2018,Latvia,Kilogram,"212,650",
Fungicides and bactericides,2013,Latvia,Kilogram,"214,274",d
Plant growth regulators,2017,Italy,Kilogram,"214,820",
Plant growth regulators,2016,Ireland,Kilogram,"216,270",
Insecticides and acaricides,2015,Switzerland,Kilogram,"217,927",
Fungicides and bactericides,2011,Sweden,Kilogram,"218,458",
Other plant protection products,2011,Germany (until 1990 former territory of the FRG),Kilogram,"218,552",
Other plant protection products,2018,Hungary,Kilogram,"218,947",
Other plant protection products,2014,Germany (until 1990 former territory of the FRG),Kilogram,"219,836",
Fungicides and bactericides,2018,Sweden,Kilogram,"222,579",
Plant growth regulators,2011,Spain,Kilogram,"223,241",d
"Herbicides, haulm destructors and moss killers",2013,Slovenia,Kilogram,"223,472",d
Plant growth regulators,2011,Hungary,Kilogram,"223,697",d
"Herbicides, haulm destructors and moss killers",2015,Slovenia,Kilogram,"224,430",d
Fungicides and bactericides,2015,Finland,Kilogram,"224,679",d
Fungicides and bactericides,2014,Latvia,Kilogram,"224,735",d
Insecticides and acaricides,2019,United Kingdom,Kilogram,"226,423",
Insecticides and acaricides,2018,Switzerland,Kilogram,"228,142",
Molluscicides,2011,Spain,Kilogram,"228,520",d
Insecticides and acaricides,2013,Cyprus,Kilogram,"228,797",
Other plant protection products,2015,Hungary,Kilogram,"231,494",d
Molluscicides,2016,Germany (until 1990 former territory of the FRG),Kilogram,"231,767",
Fungicides and bactericides,2012,Sweden,Kilogram,"234,589",
"Herbicides, haulm destructors and moss killers",2017,Slovenia,Kilogram,"235,302",
Molluscicides,2017,Turkey,Kilogram,"235,930",
Plant growth regulators,2012,Latvia,Kilogram,"236,519",d
Insecticides and acaricides,2013,Austria,Kilogram,"238,252",
"Herbicides, haulm destructors and moss killers",2014,Slovenia,Kilogram,"238,502",d
Insecticides and acaricides,2014,Austria,Kilogram,"240,298",
Plant growth regulators,2012,Ireland,Kilogram,"242,244",
Other plant protection products,2019,Hungary,Kilogram,"243,093",
Insecticides and acaricides,2012,Austria,Kilogram,"244,079",
"Herbicides, haulm destructors and moss killers",2016,Slovenia,Kilogram,"246,996",
Plant growth regulators,2013,Ireland,Kilogram,"247,383",
Insecticides and acaricides,2011,Austria,Kilogram,"247,982",
Plant growth regulators,2014,Ireland,Kilogram,"248,070",
Other plant protection products,2017,Hungary,Kilogram,"248,758",
Fungicides and bactericides,2016,Sweden,Kilogram,"249,029",
Insecticides and acaricides,2017,Switzerland,Kilogram,"249,876",
Molluscicides,2012,United Kingdom,Kilogram,"249,995",d
Fungicides and bactericides,2011,Cyprus,Kilogram,"250,418",
Molluscicides,2016,Turkey,Kilogram,"254,700",
Plant growth regulators,2015,Ireland,Kilogram,"254,925",
Other plant protection products,2019,United Kingdom,Kilogram,"255,061",
Molluscicides,2011,Germany (until 1990 former territory of the FRG),Kilogram,"255,155",
Molluscicides,2014,Germany (until 1990 former territory of the FRG),Kilogram,"255,457",
"Herbicides, haulm destructors and moss killers",2018,Slovenia,Kilogram,"256,840",
"Herbicides, haulm destructors and moss killers",2012,Slovenia,Kilogram,"257,007",d
Plant growth regulators,2013,Latvia,Kilogram,"257,621",d
Other plant protection products,2019,Czechia,Kilogram,"258,023",
Plant growth regulators,2013,Romania,Kilogram,"260,171",d
Insecticides and acaricides,2011,Switzerland,Kilogram,"260,768",
Plant growth regulators,2018,Lithuania,Kilogram,"261,698",
Fungicides and bactericides,2016,Latvia,Kilogram,"261,967",
Molluscicides,2019,Turkey,Kilogram,"264,000",
"Herbicides, haulm destructors and moss killers",2011,Slovenia,Kilogram,"264,289",d
Plant growth regulators,2018,Czechia,Kilogram,"264,554",
Fungicides and bactericides,2017,Sweden,Kilogram,"264,768",
Molluscicides,2015,Germany (until 1990 former territory of the FRG),Kilogram,"265,156",
Fungicides and bactericides,2017,Latvia,Kilogram,"266,538",
Plant growth regulators,2018,Slovakia,Kilogram,"268,091",
Plant growth regulators,2018,Belgium,Kilogram,"268,797",
Plant growth regulators,2011,Belgium,Kilogram,"268,969",
Insecticides and acaricides,2016,Switzerland,Kilogram,"269,802",
Fungicides and bactericides,2015,Latvia,Kilogram,"269,836",d
Insecticides and acaricides,2013,Czechia,Kilogram,"270,033",
Other plant protection products,2017,United Kingdom,Kilogram,"270,493",
Plant growth regulators,2014,Romania,Kilogram,"270,600",d
Plant growth regulators,2012,Italy,Kilogram,"274,441",
Plant growth regulators,2014,Latvia,Kilogram,"274,510",d
Molluscicides,2019,France,Kilogram,"277,039",
Insecticides and acaricides,2012,Switzerland,Kilogram,"278,859",
Insecticides and acaricides,2013,Switzerland,Kilogram,"280,095",
Other plant protection products,2014,Netherlands,Kilogram,"281,038",
Fungicides and bactericides,2012,Cyprus,Kilogram,"284,618",
Plant growth regulators,2012,Belgium,Kilogram,"284,734",
Insecticides and acaricides,2015,Bulgaria,Kilogram,"286,100",d
Other plant protection products,2018,Czechia,Kilogram,"286,610",
Insecticides and acaricides,2014,Switzerland,Kilogram,"287,182",
Plant growth regulators,2015,Romania,Kilogram,"287,289",d
Plant growth regulators,2015,Hungary,Kilogram,"287,555",d
Insecticides and acaricides,2012,Czechia,Kilogram,"287,724",
Plant growth regulators,2013,Denmark,Kilogram,"289,099",
Plant growth regulators,2015,Belgium,Kilogram,"289,904",
Insecticides and acaricides,2011,Czechia,Kilogram,"290,967",
Other plant protection products,2017,Czechia,Kilogram,"291,203",
Insecticides and acaricides,2018,Czechia,Kilogram,"291,603",
Insecticides and acaricides,2019,Switzerland,Kilogram,"293,816",
Fungicides and bactericides,2019,Latvia,Kilogram,"295,355",
Plant growth regulators,2014,Belgium,Kilogram,"296,969",
Plant growth regulators,2019,Belgium,Kilogram,"297,213",
Plant growth regulators,2013,Belgium,Kilogram,"299,710",
Fungicides and bactericides,2014,Sweden,Kilogram,"302,337",
Plant growth regulators,2012,Netherlands,Kilogram,"303,690",
Insecticides and acaricides,2019,Czechia,Kilogram,"307,083",
Molluscicides,2018,Turkey,Kilogram,"308,945",
Other plant protection products,2016,Hungary,Kilogram,"309,271",
Plant growth regulators,2018,Romania,Kilogram,"313,147",
Plant growth regulators,2014,Italy,Kilogram,"313,215",
Plant growth regulators,2012,Lithuania,Kilogram,"313,514",
Plant growth regulators,2017,Ireland,Kilogram,"315,894",
Plant growth regulators,2019,Latvia,Kilogram,"321,194",
Plant growth regulators,2019,Slovakia,Kilogram,"321,897",
Molluscicides,2011,France,Kilogram,"331,356",
Fungicides and bactericides,2013,Sweden,Kilogram,"332,073",
Plant growth regulators,2013,Italy,Kilogram,"333,511",
Plant growth regulators,2011,Romania,Kilogram,"335,296",d
Plant growth regulators,2016,Belgium,Kilogram,"335,506",
Insecticides and acaricides,2015,Czechia,Kilogram,"336,549",
Insecticides and acaricides,2014,Czechia,Kilogram,"343,824",
Insecticides and acaricides,2016,United Kingdom,Kilogram,"347,876",
Plant growth regulators,2014,Czechia,Kilogram,"350,315",
Plant growth regulators,2013,Netherlands,Kilogram,"351,603",
Plant growth regulators,2017,Belgium,Kilogram,"352,603",
Plant growth regulators,2018,Latvia,Kilogram,"354,600",
Other plant protection products,2012,Hungary,Kilogram,"357,016",d
Plant growth regulators,2015,Latvia,Kilogram,"357,062",d
"Herbicides, haulm destructors and moss killers",2011,Estonia,Kilogram,"357,091",d
Insecticides and acaricides,2019,Belgium,Kilogram,"359,000",
Plant growth regulators,2017,Czechia,Kilogram,"360,538",
Fungicides and bactericides,2011,Lithuania,Kilogram,"361,502",
Fungicides and bactericides,2016,Cyprus,Kilogram,"365,934",
Plant growth regulators,2017,Latvia,Kilogram,"367,561",
Other plant protection products,2015,Poland,Kilogram,"367,586",
Other plant protection products,2015,Czechia,Kilogram,"371,895",
Insecticides and acaricides,2017,Bulgaria,Kilogram,"373,564",
Insecticides and acaricides,2016,Czechia,Kilogram,"375,294",
Other plant protection products,2016,Czechia,Kilogram,"379,966",
Fungicides and bactericides,2013,Bulgaria,Kilogram,"380,174",d
Other plant protection products,2013,Poland,Kilogram,"384,626",d
Molluscicides,2018,France,Kilogram,"385,145",
Plant growth regulators,2017,Netherlands,Kilogram,"386,011",
Plant growth regulators,2018,Netherlands,Kilogram,"386,409",
Plant growth regulators,2011,Italy,Kilogram,"389,841",
Other plant protection products,2014,Poland,Kilogram,"392,283",d
Other plant protection products,2012,Czechia,Kilogram,"395,542",
Fungicides and bactericides,2015,Sweden,Kilogram,"398,169",
Other plant protection products,2013,Czechia,Kilogram,"402,381",
Plant growth regulators,2011,Lithuania,Kilogram,"402,931",
Plant growth regulators,2012,Denmark,Kilogram,"406,276",
Fungicides and bactericides,2016,Denmark,Kilogram,"406,713",
Other plant protection products,2018,Poland,Kilogram,"415,015",
Other plant protection products,2014,Czechia,Kilogram,"416,225",
Fungicides and bactericides,2014,Denmark,Kilogram,"416,805",
Plant growth regulators,2015,Netherlands,Kilogram,"425,643",
"Herbicides, haulm destructors and moss killers",2014,Estonia,Kilogram,"425,845",d
"Herbicides, haulm destructors and moss killers",2018,Estonia,Kilogram,"428,200",
Plant growth regulators,2017,Romania,Kilogram,"428,404",
Other plant protection products,2012,Poland,Kilogram,"430,170",d
Insecticides and acaricides,2017,United Kingdom,Kilogram,"433,843",
"Herbicides, haulm destructors and moss killers",2013,Estonia,Kilogram,"434,251",d
Plant growth regulators,2016,Latvia,Kilogram,"434,697",
Plant growth regulators,2019,Czechia,Kilogram,"435,023",
Fungicides and bactericides,2019,Denmark,Kilogram,"436,363",
"Herbicides, haulm destructors and moss killers",2012,Estonia,Kilogram,"436,888",d
Fungicides and bactericides,2018,Denmark,Kilogram,"438,345",
Plant growth regulators,2016,Romania,Kilogram,"442,947",
Plant growth regulators,2014,Netherlands,Kilogram,"452,039",
Insecticides and acaricides,2012,United Kingdom,Kilogram,"454,220",d
Plant growth regulators,2019,Italy,Kilogram,"454,789",
Plant growth regulators,2016,Netherlands,Kilogram,"458,719",
Other plant protection products,2011,Czechia,Kilogram,"462,038",
"Herbicides, haulm destructors and moss killers",2017,Estonia,Kilogram,"462,644",
"Herbicides, haulm destructors and moss killers",2015,Norway,Kilogram,"467,297",d
Plant growth regulators,2019,Lithuania,Kilogram,"467,569",
"Herbicides, haulm destructors and moss killers",2015,Estonia,Kilogram,"472,279",d
Fungicides and bactericides,2012,Bulgaria,Kilogram,"474,395",d
Plant growth regulators,2018,Italy,Kilogram,"474,913",
Insecticides and acaricides,2018,Belgium,Kilogram,"476,237",
"Herbicides, haulm destructors and moss killers",2019,Norway,Kilogram,"479,006",
Fungicides and bactericides,2017,Denmark,Kilogram,"483,731",
"Herbicides, haulm destructors and moss killers",2018,Norway,Kilogram,"484,891",
Fungicides and bactericides,2012,Lithuania,Kilogram,"485,437",
"Herbicides, haulm destructors and moss killers",2017,Norway,Kilogram,"495,111",
Fungicides and bactericides,2012,Slovakia,Kilogram,"496,655",d
Plant growth regulators,2016,Czechia,Kilogram,"497,603",
Plant growth regulators,2014,Lithuania,Kilogram,"502,943",
Fungicides and bactericides,2015,Denmark,Kilogram,"504,012",
"Herbicides, haulm destructors and moss killers",2019,Switzerland,Kilogram,"509,008",
Plant growth regulators,2013,Lithuania,Kilogram,"513,046",
Plant growth regulators,2012,Romania,Kilogram,"513,240",d
Other plant protection products,2017,Poland,Kilogram,"514,066",
Insecticides and acaricides,2011,Hungary,Kilogram,"522,094",d
"Herbicides, haulm destructors and moss killers",2016,Norway,Kilogram,"523,546",
"Herbicides, haulm destructors and moss killers",2019,Estonia,Kilogram,"531,268",
Fungicides and bactericides,2013,Slovakia,Kilogram,"531,417",d
Fungicides and bactericides,2013,Lithuania,Kilogram,"534,444",
Fungicides and bactericides,2011,Slovakia,Kilogram,"540,820",d
Other plant protection products,2013,Portugal,Kilogram,"547,868",d
Insecticides and acaricides,2017,Belgium,Kilogram,"549,859",
Fungicides and bactericides,2013,Cyprus,Kilogram,"551,634",
Insecticides and acaricides,2016,Belgium,Kilogram,"553,003",
Plant growth regulators,2019,Netherlands,Kilogram,"556,909",
Insecticides and acaricides,2015,Portugal,Kilogram,"561,450",d
Other plant protection products,2016,Poland,Kilogram,"562,095",
Fungicides and bactericides,2014,Slovakia,Kilogram,"567,191",d
Molluscicides,2012,France,Kilogram,"567,828",
Insecticides and acaricides,2014,Romania,Kilogram,"569,046",d
Insecticides and acaricides,2014,Belgium,Kilogram,"572,087",
Fungicides and bactericides,2019,Lithuania,Kilogram,"575,042",
Insecticides and acaricides,2015,Belgium,Kilogram,"577,880",
Other plant protection products,2019,Poland,Kilogram,"579,203",
Plant growth regulators,2015,Czechia,Kilogram,"582,550",
Insecticides and acaricides,2012,Belgium,Kilogram,"582,728",
Insecticides and acaricides,2014,Greece,Kilogram,"588,794",d
Fungicides and bactericides,2013,Ireland,Kilogram,"594,101",
"Herbicides, haulm destructors and moss killers",2017,Switzerland,Kilogram,"595,131",
Insecticides and acaricides,2018,Bulgaria,Kilogram,"596,356",
Fungicides and bactericides,2016,Ireland,Kilogram,"596,570",
Plant growth regulators,2015,Lithuania,Kilogram,"599,521",
Fungicides and bactericides,2014,Lithuania,Kilogram,"601,198",
Fungicides and bactericides,2018,Ireland,Kilogram,"601,996",
"Herbicides, haulm destructors and moss killers",2016,Estonia,Kilogram,"604,150",
Insecticides and acaricides,2013,Hungary,Kilogram,"606,210",d
Insecticides and acaricides,2012,Hungary,Kilogram,"609,383",d
"Herbicides, haulm destructors and moss killers",2013,Norway,Kilogram,"614,662",d
Fungicides and bactericides,2015,Bulgaria,Kilogram,"619,022",d
Fungicides and bactericides,2011,Ireland,Kilogram,"619,971",
"Herbicides, haulm destructors and moss killers",2016,Switzerland,Kilogram,"621,069",
Insecticides and acaricides,2013,Belgium,Kilogram,"625,325",
Insecticides and acaricides,2013,Romania,Kilogram,"626,348",d
"Herbicides, haulm destructors and moss killers",2012,Norway,Kilogram,"627,714",d
"Herbicides, haulm destructors and moss killers",2018,Switzerland,Kilogram,"628,764",
Molluscicides,2017,France,Kilogram,"630,720",
Fungicides and bactericides,2011,Denmark,Kilogram,"632,925",
Fungicides and bactericides,2017,Ireland,Kilogram,"633,474",
Fungicides and bactericides,2014,Ireland,Kilogram,"635,509",
"Herbicides, haulm destructors and moss killers",2015,Bulgaria,Kilogram,"636,209",d
Fungicides and bactericides,2015,Slovakia,Kilogram,"639,212",d
Fungicides and bactericides,2016,Slovakia,Kilogram,"640,143",
Insecticides and acaricides,2013,United Kingdom,Kilogram,"643,151",d
Fungicides and bactericides,2013,Slovenia,Kilogram,"647,491",d
Fungicides and bactericides,2012,Ireland,Kilogram,"650,158",
"Herbicides, haulm destructors and moss killers",2014,Bulgaria,Kilogram,"652,446",d
Fungicides and bactericides,2019,Slovakia,Kilogram,"652,509",
